,title,video_id,video_date,video_view,video_like
686,[던파] 썸머페스티벌 광고 : 그만 줘 이 던파야!,AAMLUGECuJg,2019-06-27T02:05:04Z,3509203,612
687,[던파] 마계 회합 전야 - 재회(再會),VH5N3xfwHJk,2019-05-23T01:41:32Z,6964,45
688,[던파] 시즌 6 Act 4. 2차 마계 회합 프로모션,rELG5hkuNWM,2019-05-22T07:03:21Z,29915,137
689,[던파] 마계 회합 전야 - 새로운 약속,dl_xw2DgOkU,2019-05-16T01:02:05Z,7601,44
690,[던파] 마계 회합 시네마틱 - 신변 확보,fIXP_RI4LA4,2019-05-16T01:02:02Z,21670,61
691,[던파] 마계 회합 전야 - 불화,XzjJZkM_E6I,2019-05-09T01:01:19Z,5615,42
692,[던파] 마계 회합 전야 - 도서관의 마도학자들,5vdDvOvfICs,2019-05-02T01:00:18Z,20541,131
693,[던파] 5000일의 메모리,JKRcPZyrULQ,2019-04-18T02:05:26Z,333776,83
694,던파 X Re:제로부터 시작하는 이세계 생활 콜라보레이션!,IjwkUlFZUMQ,2019-04-18T01:52:46Z,27912,73
695,[던파BGM] 영혼의 안식처,JegAMao07Ic,2019-04-18T00:15:46Z,22222,116
696,[던파] 네오플 치킨 사업 진출! 프라이시스 치킨,XhxUjzgVn6A,2019-03-28T01:02:24Z,42771,158
697,[던파] 인터랙티브 영화 MEHMET 3월 28일 대개봉,w7m7PTPlqGg,2019-03-28T01:02:10Z,7105,20
698,[던파 BGM] 두근두근 용사의 꿈,20oX5WBIypk,2019-03-25T01:39:21Z,4892,44
699,[던파] 카쉬파의 숨겨진 기록 - #2. 또 다른 부화,h-jEd62PhGg,2019-03-07T01:08:03Z,7437,41
700,[던파] 카쉬파의 숨겨진 기록 - #1. 추적,yhcP2Whg_J4,2019-02-28T01:00:19Z,13357,71
701,[던파BGM] 스레니콘 (Slenikon),xs8zfHRZMHw,2019-02-20T08:17:14Z,78068,186
702,[던파BGM] 밤의 마천루 외곽 (Prey - Isys 1 Phase),PKLcVrU1Vk4,2019-02-20T02:52:31Z,150106,340
703,[던파BGM] 프레이 - 이시스 (Prey - Isys),PIc2F73e7jI,2019-02-20T02:52:31Z,750833,2321
704,[던파BGM] 잿빛무덤 (Ashy Graveyard),CGWSSi-_LX0,2019-02-20T02:52:31Z,135809,346
705,[던파BGM] 밤의 마천루 심층부 (Prey - Isys 2 Phase),iKyRIL1_yBo,2019-02-20T02:52:31Z,102954,181
706,[던파] 프레이 - 이시스 레이드 애니메이션 광고 영상,Ha3iI3fW-pU,2019-02-14T06:46:09Z,767501,110
707,[던파] 프레이 - 이시스 레이드 게임 프로모션 영상,CtSea5jlBAU,2019-02-14T06:46:01Z,735222,31
708,[던파] 시즌 6 Act 3. 프레이 - 이시스,io5ehHSWNjI,2019-02-13T09:52:37Z,58457,178
709,Episode 3. 방문자,rnG6IylPI1I,2019-02-07T01:01:35Z,92717,86
710,Episode 2. 추종자들,mZNDB21nSYM,2019-01-31T01:02:00Z,64692,98
711,[던파] 검귀&인챈트리스 업데이트 (30'),IgtruGoy4WU,2019-01-24T05:30:37Z,2139008,113
712,[던파] 캐릭터 시네마틱 영상 - 인챈트리스,sW8hCxxgIbM,2019-01-23T08:01:44Z,77033,354
713,[던파] 캐릭터 시네마틱 영상 - 검귀,HRhkmmKUiOY,2019-01-23T08:01:43Z,128868,492
714,"[던파] 귀검사(남) 전직 - ""검귀"" 플레이 영상",20ztAX_xAIM,2019-01-23T08:01:43Z,56094,104
715,"[던파] 마법사(여) 전직 - ""인챈트리스"" 플레이 영상",vB4GynH56JI,2019-01-23T08:01:43Z,39048,69
716,[던파] 시즌 6 Act 2. 다섯번째 운명,OgBsLi06vb4,2019-01-23T08:01:43Z,33375,143
717,[2018 던파 페스티벌] 자캐 뮤직 - 라이브 스튜디오,0EVeQ1qlWkk,2019-01-14T03:40:53Z,2037,24
718,[2018 던파 페스티벌] 생존 토론 - 라이브 스튜디오,O7gwZrUH5EA,2019-01-10T08:43:14Z,6548,32
719,[2018 던파 페스티벌] 부탁해요 냉장고를 - 라이브 스튜디오,Bt-aCnAgjPk,2019-01-10T07:52:32Z,4792,30
720,Episode 1. 히카르도,-Let_5szGvg,2019-01-10T01:17:09Z,63096,235
721,던파 겨울 업데이트 프로모션 영상,4yj357fJ0CQ,2018-12-28T04:33:04Z,1369708,129
722,[던파] 던파와 함께하는 겨울 CF,VzampJQY-O0,2018-12-27T01:04:55Z,2714991,512
723,[던파] 시즌 6 Act 1 외전. 오퍼레이션 : 호프,5GGTwSk-014,2018-12-26T08:31:48Z,38742,96
724,[던파] 프레이 - 이시스 레이드 플레이,OjZlKBPJq9E,2018-12-25T03:04:27Z,60209,99
725,[던파] 마법사(여) 신 전직 '인챈트리스' 플레이,WPjAZA1RTo4,2018-12-25T03:04:05Z,268151,200
726,[던파] 귀검사(남) 신 전직 '검귀' 플레이,8WuLbHINq58,2018-12-25T03:03:44Z,399388,305
727,[던파] 다섯 번째 전직 검귀&인챈트리스 애니메이션,F3mur7KxLJA,2018-12-25T03:03:23Z,174104,1384
728,[던파] 프레이-이시스 애니메이션 티저,LH8BOPJiOg0,2018-12-25T03:03:10Z,122591,398
729,[던전앤파이터] 더 던파걸 라이브 - 민서 in 던파 카페,iH4T5LLAypo,2018-12-12T02:01:08Z,9884,61
730,[던파] 알비온 저택의 비극 시네마틱 영상,msp0kgaQPPk,2018-11-29T01:03:24Z,13012,58
731,[던파] 더 던파걸 라이브 예고,OmlyG0vYgDI,2018-11-22T01:01:07Z,9220,26
732,[던파] 추석 연휴! 최고 레벨 에픽 무기 지급 이벤트,321yPMYf9oA,2018-09-20T01:05:37Z,309241,27
733,[던파] 5분 순삭 핀드워 살펴보기,y8uTy5NhzJ4,2018-09-13T04:24:22Z,9318,40
734,[던파] 시즌 6 Act 1. 핀드워 업데이트 광고,Adj5v2XKlpU,2018-09-13T01:07:18Z,510071,17
735,[던파] 초시공 능력 발현 세트 효과,qsNF8FmMqN8,2018-09-12T08:43:35Z,68272,126
736,[던파] 시즌 6 Act 1. 핀드워,rwkQ6x8oWJ8,2018-09-12T08:43:11Z,20375,46
737,[던파] 핀드워 시네마틱 티저 영상,31osoKop3mA,2018-09-06T01:00:18Z,386476,38
738,[던파] 핀드워 시네마틱,OZrnVe7JaZE,2018-08-30T01:28:08Z,129713,170
739,[던파BGM] 토탈 이클립스 보스 (Total Eclipse - Boss),SU0-smsdO3Y,2018-08-28T08:20:12Z,13954,31
740,[던파BGM] 다크 시티 보스 (Dark City - Boss),K_YzWAPBdmo,2018-08-28T08:20:11Z,7595,20
741,[던파BGM] 암시장 (Black Market),vudM3HCS8G4,2018-08-28T08:20:11Z,23213,105
742,[던파BGM] 로열 카지노 보스 (Royal Casino - Boss),MGFko4gK_3E,2018-08-28T08:20:10Z,12107,38
743,[던파 BGM] 제9 격리구역 보스 (District 9 - Boss),gSSydvonJLo,2018-08-28T08:20:10Z,13948,60
744,[던파 BGM] 다크 시티 (Dark City),N2oI7pxbkOU,2018-08-28T08:20:10Z,7236,17
745,[던파BGM] 테이베르스 - 무너진 낙원 보스 (Tayberrs - Collapsed Paradise - Boss),tGcv7-JgL9k,2018-08-28T08:20:10Z,29418,66
746,[던파 BGM] 로열 카지노 (Royal Casino),N6x-7iQUMsc,2018-08-28T08:20:10Z,79191,539
747,[던파 BGM] 토탈 이클립스 (Total Eclipse),7LNfn9plNKE,2018-08-28T08:20:10Z,15626,51
748,[던파BGM] 보더 타운 (Border Town),_dhEJXUFIag,2018-08-28T08:20:10Z,9330,25
749,[던파BGM] 테이베르스 - 무너진 낙원 (Tayberrs - Collapsed Paradise),yqeln7qNsT8,2018-08-28T08:20:10Z,77195,307
750,[던파 BGM] 보더 타운 보스 (Border Town - Boss),HKwoavcx4a4,2018-08-28T08:20:10Z,8417,11
751,[던파BGM] 제9 격리구역 (District 9),8TE8eny3yNQ,2018-08-28T08:20:10Z,13805,42
752,[던파BGM] 파이트 클럽 (Fight Club),9suYqW2J4bA,2018-08-28T08:19:36Z,17031,57
753,[던파 BGM] 파이트 클럽 보스 (Fight Club - Boss),GpWOayEcXmk,2018-08-28T08:19:20Z,24162,111
754,[던파] 할렘 업데이트 프로모션 영상,0ViVdWmXaeM,2018-08-14T06:36:01Z,182747,19
755,[던파] 할렘 업데이트 프로모션 TVCF,ipmrnbkPif8,2018-08-09T11:09:53Z,154519,28
756,[던파] 할렘 업데이트 프로모션 영상,cYBNBYYqJ-c,2018-08-09T06:46:20Z,3623,23
757,[던파] 시즌 6. 할렘,mwl_pwjNvDE,2018-08-08T09:06:26Z,19750,74
758,[던파] Welcome to Harlem teaser,5mWAquonyBQ,2018-08-02T01:07:06Z,153017,57
759,2018 던전앤파이터 완전정복 - 할렘편,-h7dCrIcb10,2018-08-02T01:05:22Z,25659,144
760,아라드의 춤/신/춤/왕 BGM Hiphop Ver.,nLFhbUw-Bz4,2018-07-23T00:55:22Z,4808,28
761,아라드의 춤/신/춤/왕 BGM House Ver.,bI_oICdfymM,2018-07-23T00:55:06Z,5395,43
762,2018 던전앤파이터 완전정복 - 스토리편,D8NdXoxUguo,2018-07-05T02:51:05Z,33562,198
763,2018 던전앤파이터 완전정복 - 세계관편,pnomeQq8IPs,2018-06-28T01:09:46Z,37023,258
764,마계 영상 기록물 제작사 뿌리 인터뷰,S0tCAAkteAI,2018-06-21T07:48:13Z,11296,135
765,던파X하츠네 미쿠 - Ievan Polkka,r03S_cPcLSY,2018-06-21T01:16:22Z,14277,83
766,던전앤파이터X하츠네 미쿠의 콜라보레이션!,i-WQQMQ0Cw0,2018-06-21T01:04:15Z,9992,60
767,[던파] 마계 영상 기록물,YlvUNxTfuE0,2018-06-16T11:34:03Z,192724,1258
768,[던파] 돌아온 황야의 무법자 프로모션 영상,0UauncGxVmM,2018-04-05T01:01:57Z,14697,46
769,[던파] 시즌 5 Act 11 외전. 레이드 : 리부트,XVjMmMNCDa0,2018-04-04T09:31:14Z,19743,77
770,[던파] 시즌 5 Act 41. 봉인 해제,jHOP5CJId74,2018-03-28T08:48:18Z,38313,96
771,[던파로ON] 1부 디렉터 토크쇼,tdNYGw0W79E,2018-03-10T09:11:41Z,11681,48
772,"[시즌5 Act 11. 임무 개시 #2] 갓파더 ""황혼의 날개""",sf0fjl1wXWo,2018-02-21T09:06:22Z,83463,28
773,[시즌5 Act 11. 임무 개시 #2] 히트맨 플레이,1lYulMtIZtM,2018-02-21T09:06:22Z,95599,81
774,"[시즌5 Act 11. 임무 개시 #2] 빅보스 ""블리츠 크리그""",gvN3wLXJMr0,2018-02-21T09:06:21Z,50634,16
775,[시즌5 Act 11. 임무 개시 #2] 스페셜리스트 플레이,FURz4NJvY3s,2018-02-21T09:06:21Z,90750,76
776,[던파] 시즌 5 Act 11. 임무 개시 #2,VDlCkOsc7a0,2018-02-21T09:06:21Z,60263,196
777,"[시즌5 Act 11. 임무 개시 #2] 패스파인더 ""익시드""",Ip-8aYirVDA,2018-02-21T09:06:21Z,63346,17
778,"[시즌5 Act 11. 임무 개시 #2] 코어 마스터 ""버스트 필드""",5l1_xnwUtg8,2018-02-21T09:06:21Z,36603,13
779,[던파] 와일드 포레스트 프로모션,WYW_OAm9FQU,2018-02-08T01:05:18Z,20944,93
780,"[던파] 지금부터 할 수 있다, 총검사",FwFTHKbGw5Q,2018-01-18T02:36:13Z,5778952,415
781,[던파OST] 총검사 테마곡 - Nowhere (Vocal. Kim Min Ho),fr9t0AayHSI,2018-01-18T01:01:50Z,378129,1491
782,"[시즌5 Act 10. 임무 개시] 레퀴엠 ""월식""",Y6Xwd9A81jg,2018-01-17T11:18:50Z,81649,37
783,[시즌 5 Act 10. 임무 개시] 트러블 슈터 플레이,9vJF6-04gpg,2018-01-17T11:18:49Z,69151,71
784,"[시즌5 Act 10. 임무 개시] 와일드 카드 ""G-Widow""",al3QCLG8sMQ,2018-01-17T11:18:49Z,42894,12
785,[던파] 시즌 5 Act 10. 임무 개시,_Ipy08UdaHs,2018-01-17T11:18:49Z,98261,367
786,"[시즌5 Act 10. 임무 개시] 인포서 ""요인 암살""",5Ibf0_Up70E,2018-01-17T11:18:49Z,55412,22
787,캐릭터 시네마틱 영상 - 총검사,SWEW8B0Is2I,2018-01-17T11:18:49Z,78201,94
788,[시즌 5 Act 10. 임무 개시] 요원 플레이,csu7KPFi_2o,2018-01-17T11:18:49Z,82565,92
789,"[시즌5 Act 10. 임무 개시] 언터처블 ""인크레더블""",Wioa3IjzFfI,2018-01-17T11:18:49Z,56816,21
790,[던파] 총검사 티징 영상 (feat. 김재우),VSSC6Af4bhQ,2018-01-11T06:17:14Z,290761,79
791,[던파] 시즌 5 Act 9. 마수 프로모션 영상,Cgq4Qp7mEeY,2017-12-27T09:10:53Z,57123,80
792,던파걸 민서가 소개하는 12월 겨울 이벤트!,0NjiL-KejJs,2017-12-26T01:23:46Z,5643,29
793,마수던전 플레이 영상,XSLVGbMXJKA,2017-12-09T03:57:13Z,42085,78
794,총검사-요원&트러블 슈터 플레이 영상,gN7pKZEnRUM,2017-12-09T03:42:12Z,260364,342
795,[던전앤파이터] 총검사 애니메이션,WHsQx6FyQZ8,2017-12-09T03:41:55Z,203177,896
796,"[시즌 5 Act 8. 운명을 가르는 창] 드래고니안 랜서 2차 각성, 제노사이더 플레이",BqOV3xK_Dso,2017-10-25T09:04:11Z,95269,81
797,[던파] 시즌 5 Act 8. 운명을 가르는 창 프로모션 영상,8WO6x-NYlNw,2017-10-25T09:04:11Z,52844,190
798,"[시즌 5 Act 8. 운명을 가르는 창] 다크 랜서 2차 각성, 에레보스 플레이",UEA5c14-Y2o,2017-10-25T09:04:10Z,102941,70
799,[던파] 오리진 업데이트 프로모션 영상,papUbUMM02I,2017-09-21T07:30:36Z,1765690,69
800,[던파] 마창사 신규 전직 애니메이션,NTZ4KH3bExM,2017-09-21T03:05:49Z,146305,559
801,[시즌 5 Act 7. 오리진] 오리진 프로모션 영상,PZDxec0oG-Y,2017-09-20T07:58:27Z,47563,141
802,[시즌5 Act 7.오리진] 드래고니안랜서 플레이 영상,Zruv2-Q-B10,2017-09-20T07:58:27Z,106324,99
803,[시즌5 Act 7.오리진] 램페이저 각성기,w5z52HHz3bQ,2017-09-20T07:58:26Z,52628,12
804,[시즌5 Act 7.오리진] 다크랜서 플레이 영상,WeWo-Mys6vM,2017-09-20T07:58:26Z,118584,97
805,[시즌5 Act 7.오리진] 레비아탄 각성기,AmGTx4igoY4,2017-09-20T07:58:26Z,57358,13
806,던전앤파이터 캐릭터 테마곡 OST 메이킹 필름,JhTWbF4If2I,2017-09-20T02:59:12Z,13363,80
807,[던파OST] 여격투가 테마곡 Belief (feat. 민서),1HwoUxhfWwc,2017-09-20T01:30:02Z,364721,1368
808,[눈던이 프로젝트] 1~8화 한 번에 보기,-SzxjnNPRg8,2017-09-15T06:57:12Z,17314,72
809,[던파OST] 남귀검사 테마곡 A Demon Within (feat. 홍석민),Equ9o1vRPb8,2017-09-13T01:30:11Z,202169,513
810,[눈던이 프로젝트] EP.8 던린이 졸업을 축하합니다~!,StX65e3meWc,2017-09-08T09:30:58Z,18176,122
811,[던파OST] 여거너 테마곡 The wind blew (feat. 이용신),yfbArVSaG9Q,2017-09-06T01:30:12Z,501213,2149
812,[눈던이 프로젝트] EP.7 민서 vs 쑤남! 대결의 승자는?,41XNtAv4qjk,2017-09-01T08:55:46Z,17623,85
813,[던파] 나이트 애니메이션 풀 버전 최초 공개!,fyC34XK5_LM,2017-08-31T01:00:54Z,147928,783
814,[던파] 시즌 5 Act 6. 개선행진 프로모션 영상,10DiLHxxxb8,2017-08-30T10:09:29Z,84417,231
815,"[시즌 5 Act 6. 개선행진] 팔라딘 2차 각성, 세이비어플레이",Aw3jZ_TyR9o,2017-08-30T10:09:28Z,110008,58
816,"[시즌 5 Act 6. 개선행진] 드래곤나이트 2차 각성, 드레드노트 플레이",CNHyM5t_1Ws,2017-08-30T10:09:28Z,96144,49
817,[던파OST] 남프리스트 테마곡 Believer (feat. 김민호),ZPk8w16kTUM,2017-08-30T01:30:50Z,199554,683
818,[눈던이 프로젝트] EP.6 만렙 달성! 던린이 졸업!?,AitZmkI6TB4,2017-08-25T08:54:57Z,15519,80
819,[던파OST] 남거너 테마곡 Nothing to lose (feat. 요이),nAj2sa8sMg4,2017-08-23T01:30:44Z,241389,818
820,[눈던이 프로젝트] EP.5 알쏭달쏭!? 몸으로 말해요~,UWE1l3lXCs4,2017-08-18T08:55:40Z,11229,60
821,[던파] 자에픽 무기와 지옥파티 초대장 2000장을 드립니다!,kOsRxjhRqT8,2017-08-17T07:59:24Z,6153,17
822,[던파OST] 남격투가 테마곡 Man's road (feat. 전인혁),UY7akoqA7mk,2017-08-16T01:31:01Z,178047,840
823,던파 ON AIR : DPL 특집 '루크 연구소',bWEFBcNksXU,2017-08-15T11:51:15Z,8813,34
824,[눈던이 프로젝트] EP.4 아바타의 운명은? 돌려돌려 돌림판!,IFD3TqSJ6-E,2017-08-11T08:55:15Z,15831,67
825,[던파] 8월 10일 에픽 무기 제작 시스템 UPDATE,mUUCvUSjvqs,2017-08-10T01:00:33Z,12442,43
826,[던파OST] 여귀검사 테마곡 It's my war now (feat. 이라온),c0bMkRw0WoE,2017-08-09T01:30:01Z,383777,1984
827,[눈던이 프로젝트] EP.3 어서 오세요! 쑤남네 민박,mtjpWA7r0Vo,2017-08-04T09:01:51Z,12480,93
828,[던파OST] 여마법사 테마곡 Journey (feat. 다즈비),vmKrlaijLSY,2017-08-02T01:30:14Z,336519,1553
829,던파 ON AIR : 던린이를 부탁해! - 안톤편 - 5회,MYhvSUUVCIE,2017-07-29T13:03:45Z,6591,31
830,[눈던이 프로젝트] EP.2 쑤남의 가르침. 낄끼팔팔!?,G7hNrazLPCo,2017-07-28T08:59:15Z,25431,101
831,[던파OST] 도적 테마곡 Rush (feat. 헤이거),IHssIvalA1I,2017-07-26T01:29:35Z,104510,330
832,던파 Origin : The Beginning 메이킹,GrQX-CSGpNA,2017-07-21T10:06:23Z,3436,22
833,[눈던이 프로젝트] EP.1 민서와 쑤남의 재회. 그리고 드-림포유↗,fFl3fhRQbcM,2017-07-21T09:12:35Z,16779,108
834,[점검방송] 던파 ON AIR - 4회,m542nQcDEE0,2017-07-20T01:38:11Z,13257,31
835,[던파] 시즌 5 Act 5. 기사단 집결 프로모션 영상,zUYCOD-s3Dk,2017-07-20T01:09:00Z,366546,155
836,[시즌 5 Act 5. 기사단 집결] 드래곤나이트 플레이 영상,VSh9LNE3UX8,2017-07-19T07:00:15Z,94058,62
837,[시즌 5 Act 5. 기사단 집결] 팔라딘 플레이 영상,ft0VbZz40Ws,2017-07-19T07:00:15Z,85468,50
838,[던파] 민서의 팔라딘/드래곤나이트 업데이트 소개 영상,GWKEjU8LwYc,2017-07-19T07:00:14Z,25718,83
839,[시즌5 Act 5. 기사단 집결] 타이런트 각성기,lRqnFlZe9ao,2017-07-19T07:00:14Z,65083,9
840,[시즌5 Act 5. 기사단 집결] 센티넬 각성기,ZwHS3H52mDc,2017-07-19T07:00:14Z,66308,8
841,[던파OST] 나이트 테마곡 DREAM4U 2017 (Vocal by SSUNA),ka2Xf147V-Y,2017-07-19T01:30:22Z,245682,832
842,던파 ON AIR : 던린이를 부탁해! - 안톤편 - 4회,W7bWpOMK6Ns,2017-07-15T12:22:20Z,3750,27
843,[던파] 오리진 : 더 비기닝 2부,pWY2vTf2hD0,2017-07-11T06:31:10Z,36212,67
844,[던파] 오리진 : 더 비기닝 1부,bWFQf9eYoXM,2017-07-11T06:30:47Z,8215,26
845,에픽 제작 시스템 - 신규 90Lv 에픽 무기 효과 공개,ZYlTnMy_vpM,2017-07-08T11:18:28Z,70169,88
846,[단독] 충격! 쑤남은 24시간동안 던파만 생각한다.,qLV0nyF7ksI,2017-07-08T10:49:18Z,28050,33
847,[던파걸민서] 미스틱엔터 축전 영상,93GCQLlSr9Y,2017-07-08T10:49:05Z,6441,23
848,[던파걸민서] 민서의 던파걸 신고식!,L6hVQ673RJI,2017-07-08T10:48:50Z,46074,118
849,던파 ON AIR : 던린이를 부탁해! - 안톤편 - 3회,oaTdnM7_igE,2017-07-01T12:16:09Z,12503,36
850,[던파/던파말나들이] 귀없찐이 뭐예요?,NPYpDsfiHUo,2017-06-22T00:59:07Z,7451,44
851,던파 ON AIR : 던린이를 부탁해! - 안톤편 - 2회,wQ9rtalVcJo,2017-06-17T13:00:30Z,16519,79
852,던파 ON AIR : 던린이를 부탁해! - 안톤편 -,GErS6BdZWYo,2017-06-03T12:13:36Z,26815,103
853,[점검방송] 던파 ON AIR - 3회,vGeWB7iVLqo,2017-05-11T01:22:32Z,20050,67
854,[점검방송] 던파 ON AIR - 2회,uCGiNkREC3g,2017-04-27T02:24:38Z,13022,60
855,한방에 다 주는 황금연휴 갓이벤트,4AwSB0v6QDc,2017-04-27T01:07:10Z,6441,18
856,[Live] 액션토너먼트 2017 스프링 마스터즈 10회 - 던전앤파이터,JjomcodisvU,2017-04-16T07:33:46Z,4882,17
857,[Live] 액션토너먼트 2017 스프링 마스터즈 9회 - 던전앤파이터,JffCO4fkpPU,2017-04-15T07:31:40Z,2095,9
858,던전앤파이터 9시 점검 뉴스,GYMKbyRH-Qk,2017-04-13T02:14:14Z,9163,41
859,[Live] 액션토너먼트 2017 스프링 마스터즈 8회 - 던전앤파이터,d6LDFBXSjf4,2017-04-09T06:56:54Z,2154,13
860,[Live] 액션토너먼트 2017 스프링 마스터즈 7회 - 던전앤파이터,Gk3QtxUfFHc,2017-04-08T07:35:32Z,1947,13
861,[던파] 만우절 안톤레이드 애니메이션 영상,mc7nJH5fXC4,2017-04-05T06:21:56Z,94330,624
862,던전앤파이터 Dance RPG Pad 출시!,8741ugt2IGQ,2017-03-30T00:00:05Z,52071,119
863,[Live] 액션토너먼트 2017 스프링 마스터즈 4회 - 던전앤파이터,esKv1Y758j0,2017-03-26T07:38:17Z,6031,33
864,[시즌 5 Act 4. 전설의 시작] 전설던전 '에컨-파괴된 신전' 플레이 영상,-UxVQe_F0mE,2017-03-17T06:03:09Z,20489,22
865,[시즌 5 Act 4. 전설의 시작] 전설던전 프로모션 영상,GWKGck5zmxQ,2017-03-15T07:12:02Z,48689,157
866,[던파] 루나의 길드대전 가이드,_4DG7Nf51MA,2017-03-09T00:14:36Z,7929,26
867,[던파OST] 여프리스트 테마곡 Embracing Me Rock ver.(vocal by 권혁수),nzrYZJMmT_Y,2017-02-24T02:12:27Z,299880,1206
868,권혁수가 부르는 여프리스트 테마곡 Embracing me 메이킹 필름,erj_ny-3fxg,2017-02-24T02:03:02Z,27011,105
869,[시즌 5 Act 3. 구원] 프리스트(여) 2차 각성 세라핌 플레이 영상,xJm42BGRwl4,2017-02-22T09:57:31Z,163208,140
870,[시즌 5 Act 3. 구원] 이단심판관 2차 각성 인페르노 플레이 영상,nvFSFWTD4Cc,2017-02-22T09:57:31Z,189739,261
871,[시즌 5 Act 3. 구원] 프리스트(여) 2차 각성 프로모션 영상,RZ6xaxndQts,2017-02-22T09:57:31Z,278824,1102
872,[시즌 5 Act 3. 구원] 미스트리스 2차 각성 리디머 플레이 영상,ZJdzvRT7uVw,2017-02-22T09:57:31Z,208483,200
873,[시즌 5 Act 3. 구원] 무녀 2차 각성 천선낭랑 플레이 영상,MVoeYHEFnWo,2017-02-22T09:57:31Z,159140,136
874,여프리스트의 강시현 성우님 인터뷰,9qeIRnVewpw,2017-02-20T06:40:05Z,43921,165
875,[시즌 5 Act 2 외전] 비탄의 탑,slXHCRr6jMc,2017-02-09T06:57:09Z,7257,24
876,공승연&권혁수의 여프리스트 메이킹!,7CzGqD0ea7U,2017-01-26T06:52:23Z,17411,78
877,[던파] 권혁수&공승연의 여프리스트,EHL_qhtM3nE,2017-01-26T03:33:24Z,647300,239
878,[던파] 권혁수의 여프리스트 (FULL ver.),-ghmG0bAxUI,2017-01-26T01:03:00Z,84979,408
879,[던파] 2017년 첫 업데이트 소개!,Q7vUuH_CiNM,2017-01-19T05:02:36Z,26500,135
880,[던파OST] 여프리스트 테마곡 Embracing Me (Vocal by Mirae & Dazbee),Mg2v_ndOfgE,2017-01-19T01:46:03Z,1173915,6126
881,[던파] 공승연의 여프리스트,bQEPzH9ON98,2017-01-19T01:40:21Z,535298,199
882,[던파] 크루세이더 - 여프리스트 시네마틱,uEXv-eVsC-U,2017-01-19T01:39:50Z,95376,282
883,[던파] 이단심판관 - 여프리스트 시네마틱,Ygha3IwFlHk,2017-01-19T01:39:41Z,124776,431
884,[던파] 미스트리스 - 여프리스트 시네마틱,rUGWhs95zb0,2017-01-19T01:39:14Z,125449,348
885,[던파] 무녀 - 여프리스트 시네마틱,JawOuP7hItc,2017-01-19T01:39:00Z,103521,265
886,[시즌 5 Act 2. 검은 성녀] 크루세이더 플레이 영상,mouji2EY2SM,2017-01-18T09:51:27Z,96824,56
887,[시즌 5 Act 2. 검은 성녀] 미스트리스 플레이 영상,3rdNUwK-jeo,2017-01-18T09:51:26Z,124344,82
888,[시즌5 Act 2. 검은성녀] 헬카이트 각성기,Ujs5r6V1RmU,2017-01-18T09:51:26Z,31251,17
889,[시즌5 Act 2. 검은성녀] 에반젤리스트 각성기,IBQ4HpHBDgk,2017-01-18T09:51:26Z,32512,16
890,[시즌 5 Act 2. 검은 성녀] 무녀 플레이 영상,614Sik2nnrM,2017-01-18T09:51:26Z,108638,52
891,[시즌 5 Act 2. 검은 성녀] 이단심판관 플레이 영상,44HEKa9D5K4,2017-01-18T09:51:26Z,120732,89
892,[시즌 5 Act 2. 검은 성녀] 캐릭터 시네마틱 영상 - 프리스트(여),IdF-CzO5cdQ,2017-01-18T09:51:25Z,92203,140
893,[시즌5 Act 2. 검은성녀] 신세이어 각성기,jYFrMEdJ4u4,2017-01-18T09:51:25Z,31902,15
894,[시즌5 Act 2. 검은성녀] 신녀 각성기,PzthjmTL2v4,2017-01-18T09:51:25Z,29089,9
895,2016 던파페스티벌 하이라이트,PS5M4ZvBvDk,2017-01-05T07:45:33Z,5216,15
896,"[던파] 지옥파티 초대장, 무려 3,000장씩이나! 100% 즉시 지급!",H-vPDPL47Gk,2016-12-29T01:02:03Z,18162,63
897,2016 던파 페스티벌 THE 아라드 - 겨울 업데이트 발표,fFY7Xt4q1oQ,2016-12-27T05:22:38Z,7778,44
898,프리스트(여) 전직별 플레이 영상 - 미스트리스,j3quxIjpKyU,2016-12-24T03:12:32Z,164313,118
899,프리스트(여) 전직별 플레이 영상 - 무녀,Jpyti6NdugM,2016-12-24T03:12:21Z,153280,106
900,프리스트(여) 전직별 플레이 영상 - 이단심판관,KoEOYF3HApo,2016-12-24T03:08:09Z,157134,130
901,프리스트(여) 전직별 플레이 영상 - 크루세이더,Va1girIRcJM,2016-12-24T03:07:56Z,155792,118
902,[여프리스트] 애니메이션 최초 공개,T2ZGiHLmEdE,2016-12-24T03:07:34Z,135553,390
903,2016 던파 페스티벌 영상,coJ78JstQsw,2016-12-01T01:00:13Z,25817,37
904,[던파나 하자] NG컷 모음,csrZBID3OWg,2016-11-29T05:52:12Z,5966,19
905,[DPL] 8강전 다시보기 - A조 2경기,6QjPbClRBaM,2016-11-16T03:43:54Z,31821,29
906,[DPL] 8강전 다시보기 - A조 3경기,IYUa6Y29pzs,2016-11-16T03:43:54Z,24701,18
907,[DPL] 8강전 다시보기 - A조 1경기,hS4OV8lfyyE,2016-11-16T03:43:54Z,80682,70
908,[DPL] 8강전 다시보기 - A조 4경기,22yMan0YHYA,2016-11-16T03:43:53Z,19720,12
909,[DPL] 8강전 다시보기 - B조 1경기,ArB4aBBVGaU,2016-11-16T03:43:53Z,40100,30
910,[DPL] 8강전 다시보기 - B조 2경기,EYKyP4ItxTo,2016-11-16T03:43:53Z,20651,14
